,pid,pkey,pauthor,peditor,ptitle,pyear,paddress,ppublisher,pseries,pjournal,pjournalfull,pbooktitle,pbooktitlefull,ptype
16693,739146,conf/trec/lujlhz07,chengxiang zhai|jing jiang|xin he|xu ling|yue lu,,language models for genomics information retrieval uiuc at trec  genomics track,2007,,,,,,,messung,inproceedings
16694,1772,books/infix/klettke98,meike klettke,,akquisition von integritatsbedingungen in datenbanken,1998,,"infix verlag, st. augustin, germany",disdbis,,,,messung,book
16695,883773,conf/cdc/sune09,nael h elfarra|yulei sun,,robust quasidecentralized networked control of process systems,2009,,,,,,cdc,working conference on reverse engineering,inproceedings
16696,261409,conf/gcc/caowzll04,jian cao|jie wang|kincho h law|minglu li|shensheng zhang,,engineering process coordination based on a service event notification model,2004,,,,,,gcc,international conference on enterprise information systems,article
16697,184497,conf/dis/tamariyktfn98,ichiro nanri|kouichi tamari|masayuki takeda|mayumi yamasaki|takuya kida|tomoko fukuda,,discovering poetic allusion in anthologies of classical japanese poems,1999,,,,,,discovery science,int conf ecommerce,inproceedings
16698,879514,conf/pimrc/greent04,desmond p taylor|peter j green,,experimental verification of spacetime algorithms using the smart antenna software radio test system sasrats platform,2004,,,,,,,messung,inproceedings
16699,2245299,journals/tcs/shiy08,deshi ye|yongqiang shi,,online bin packing with arbitrary release times,2008,,,,theor comput sci,acm transactions on computation theory toct,,messung,article
16700,460233,conf/ijcai/tanc01,chew lim tan|henry wai kit chia,,neural logic network learning using genetic programming,2001,,,,,,ijcai,inroads acm sigcse bulletin|acm sigcse bulletin,inproceedings
16701,2078300,journals/jair/carod98,gianni di caro|marco dorigo,,antnet distributed stigmergetic control for communications networks,1998,,,,j artif intell res jair,,,messung,article
16702,2144557,journals/login/brichzinehh08,katharina embacher|martin holzel|peter brichzin|stefan hormann,,aufgabensammlungen auf dem prufstand,2008,,,,log in,,,messung,inproceedings
16703,2030739,journals/ijitdm/hulfy08,quangen fang|shenping hu|xudong li|zaili yang,,use of bayesian method for assessing vessel traffic risks at sea,2008,,,,international journal of information technology and decision making,,,messung,inproceedings
16704,2068945,journals/isi/chevalier0sv09,chantal souledupuy|christine julien |max chevalier|nathalie vallesparlangeau,,usagers et recherche dinformation modelisation des usagers pour la recherche dinformation adaptative,2009,,,,ingenierie des systemes dinformation,,,messung,article
16705,1829761,journals/appml/bockdm01,fred r mcmorris|hanshermann bock|william h e day,,a characterization of a family of consensus rules for committee elections,2001,,,,appl math lett,,,messung,article
16706,1935594,journals/cviu/robert96,luc robert,,camera calibration without feature extraction,1996,,,,computer vision and image understanding,,,messung,incollection
16707,2136398,journals/jucs/alvess03,nelio muniz mendes alves|sergio de mello schneider,,implementation of an embedded hardware description language using haskell,2003,,,,j ucs,,,messung,inproceedings
16708,1831544,journals/appml/simos09,t e simos,,closed newtoncotes trigonometricallyfitted formulae of high order for longtime integration of orbital problems,2009,,,,appl math lett,,,messung,article
16709,2218743,journals/software/ortinlp04,benjamin lopez|francisco ortin|j baltasar garcia perezschofield,,separating adaptable persistence attributes through computational reflection,2004,,,,ieee software,,,,article
16710,2039003,journals/ijprai/biswasmcc92,b n chatterji|jayanta mukherjee|partha pratim chakrabarti|prabir k biswas,,qualitative description of threedimensional scenes,1992,,,,ijprai,,,,inproceedings
16711,2291770,journals/uais/hansonpabh07,hazel aldred|john percival|julienne hanson|mark hawley|simon brownsell,,attitudes to telecare among older people professional care workers and informal carers a preventative strategy or crisis management,2007,,,,universal access in the information society,,,messung,article
16712,2301730,journals/jvcir/chenchfsl06,feipei lai|hungming chen|kuojui hung|monchau shie|pohung chen|wenhsien fang,,markov model fuzzyreasoning based algorithm for fast block motion estimation,2006,,,,j visual communication and image representation,,,messung,incollection
16713,2193603,journals/ras/holzapfelnw08,alex waibel|daniel neubig|hartwig holzapfel,,a dialogue approach to learning object descriptions and semantic categories,2008,,,,robotics and autonomous systems,,,messung,incollection
16714,2050284,journals/interactions/bloomercw97,lloyd wright|rachel croft|sarah a bloomer,,collaborative design workshops a case study,1997,,,,interactions,,,,article
16715,2121474,journals/jpdc/liastw97,daniel w watson|howard jay siegel|john k antonio|min tan |yan alexander li,,determining the execution time distribution for a data parallel program in a heterogeneous computing environment,1997,,,,j parallel distrib comput,,,,inproceedings
16716,2313158,journals/sigpro/vardher07,daryl reynolds|kanchan g vardhe,,user cooperation in an asynchronous cellular uplink,2007,,,,signal processing,,icic ,enterprise distributed object computing conference,article
16717,1995865,journals/gis/prestoncw03,george wells|michael preston|peter clayton,,research article dynamic runtime application development using corba objects and xml in the field of distributed gis,2003,,,,international journal of geographical information science,,,messung,article
16718,2068249,journals/isf/adamr01,alison e adam|helen richardson,,feminist philosophy and information systems,2001,,,,information systems frontiers,,,,article
16719,2303563,journals/taslp/glaserhjg10,christian goerick|claudius glaser|frank joublin|martin heckmann,,combining auditory preprocessing and bayesian estimation for robust formant tracking,2010,,,,ieee transactions on audio speech  language processing,,,messung,article
16720,1875030,journals/cit/imaikn06,keiichi kaneko|masaki nakagawa|yoshiro imai,,application of a visual computer simulator into collaborative learning,2006,,,,cit,,,messung,article
16721,1826604,journals/aml/liuw10,guohua wu|jiang liu ,,joining to high degrees via noncuppables,2010,,,,arch math log,,,,article
16722,1965400,journals/eccc/eccc-tr05-035,christian glasser|klaus w wagner|stephen d travers,,a reducibility that corresponds to unbalanced leaflanguage classes,2005,,,,electronic colloquium on computational complexity eccc,,,messung,article
16723,2048684,journals/insk/hofmanncl89,horst langendorfer|martin hofmann |ralf cordes,,hypertexthypermedia,1989,,,,informatik spektrum,,,messung,inproceedings
16724,2192588,journals/ras/fongtb03,charles baur|charles e thorpe|terrence fong,,robot asker of questions,2003,,,,robotics and autonomous systems,,,messung,article
16725,2007790,journals/ieiceee/anns04,jun sun |kebin an|qiang ni,,a contrast enhancement method for compressed images,2004,,,,ieice electronic express,,,,article
16726,2191238,journals/questa/dimitrioul08,christos langaris|ioannis dimitriou,,analysis of a retrial queue with twophase service and server vacations,2008,,,,queueing syst,,,messung,article
16727,2415921,journals/jors/xidonasmp10,george mavrotas|john e psarras|panagiotis xidonas,,a multiple criteria decisionmaking approach for the selection of stocks,2010,,,,jors,,,messung,article
16728,1930695,journals/cpc/mcdiarmid97,colin mcdiarmid,,centering sequences with bounded differences,1997,,,,combinatorics probability  computing,,,messung,article
16729,2168575,journals/npl/faundez-zanuyeft07,carlos manuel traviesogonzalez|david a elizondo|marcos faundezzanuy|miguel angel ferrerballester,,authentication of individuals using hand geometry biometrics a neural network approach,2007,,,,neural processing letters,,,messung,article
16730,2136444,journals/jucs/borghoffs96,johann h schlichter|uwe m borghoff,,on combining the knowledge of heterogeneous information repositories,1996,,,,j ucs,,,messung,article
16731,2079517,journals/jal/kingston88,jeffrey h kingston,,a new proof of the garsiawachs algorithm,1988,,,,j algorithms,,,messung,article
16732,2343577,journals/ijmtm/gunasekaran00,a gunasekaran,,world class manufacturing in small and medium enterprises,2000,,,,ijmtm,,,,article
16733,2073743,journals/ivs/lawsb006,joseph laws|nathaniel bauernfeind|yang cai ,,feature hiding in d human body scans,2006,,,,information visualization,,,messung,article
16734,2196777,journals/rts/carboh08,enrique hernandezorallo|joan vila i carbo,,an analysis method for variable execution time tasks based on histograms,2008,,,,realtime systems,,,messung,article
16735,2085185,journals/jasss/squazzonib02,flaminio squazzoni|riccardo boero,,economic performance interfirm relations and local institutional engineering in a computational prototype of industrial districts,2002,,,,j artificial societies and social simulation,,,messung,inproceedings
16736,2072158,journals/ivc/koufopavloug92,constantinos e goutis|odysseas g koufopavlou,,image reconstruction on a special purpose array processor,1992,,,,image vision comput,,,messung,article
16737,1837504,journals/bc/koulakovrt05,alexei a koulakov|dmitry n tsigankov|dmitry rinberg,,how to find decision makers in neural networks,2005,,,,biological cybernetics,,,messung,article
16738,2171155,journals/paapp/dey94,s k dey,,largescale nonlinear parallel computations by perturbed functional iterations,1994,,,,parallel algorithms appl,,,messung,article
16739,2225856,journals/tapos/bruceccestlp95,benjamin c pierce|gary t leavens|giuseppe castagna|jonathan eifrig|kim b bruce|luca cardelli|scott f smith|valery trifonov,,on binary methods,1995,,,,tapos,,oopsla,joint international conference and symposium on logic programming,inproceedings
16740,2183172,journals/pr/uhrd79,leonard uhr|robert douglass,,a parallelserial recognition cone system for perception some test results,1979,,,,pattern recognition,,,messung,article
16741,2247171,journals/tcsv/ohcpkkj05,hyeok koo jung|je woo kim|jong dae oh|raehong park|tae wan kim|youngsic choi,,trinocular stereo sequence coding based on mpeg,2005,,,,ieee trans circuits syst video techn,,,messung,article
16742,1970097,journals/ejc/robbins07,jakayla r robbins,,enumerating orientations of the free spikes,2007,,,,eur j comb,,,messung,article
16743,2223607,journals/sqj/binkleybht04,david binkley|liz burd|mark harman|paolo tonella,,introduction,2004,,,,software quality journal,,,,inproceedings
16744,2006171,journals/ieeemm/flank02,sharon flank,,multimedia technology in context,2002,,,,ieee multimedia,,,,article
16745,1839340,journals/bell/hilth04,markus hofmann|volker hilt,,approaches to implementing services in sip networks,2004,,,,bell labs technical journal,,,messung,article
16746,2337365,journals/jdi/yuy10,cong yu |zhihong yao,,xmlbased dicom data format,2010,,,,j digital imaging,,,,incollection
16747,2005637,journals/ida/ramirezpkrrq10,alfonso perez|david rizo|jose manuel inesta quereda|placido roman|rafael ramirez|stefan kersten,,modeling violin performances using inductive logic programming,2010,,,,intell data anal,,,messung,inproceedings
16748,2216318,journals/smr/cafferyd10,alec dorling|fergal mccaffery,,medi spice development,2010,,,,journal of software maintenance,,,,article
16749,2100090,journals/jcsc/rizvandinh05,abdolreza nabavi|nikzad babaii rizvandi|shaahin hessabi,,an accurate fir approximation of ideal fractional delay filter with complex coefficients in hilbert space,2005,,,,journal of circuits systems and computers,,,messung,article
16750,2109633,journals/jdm/nicolleys03,christophe nicolle|jeanclaude simon|kokou yetongnon,,xml integration and toolkit for bb applications,2003,,,,j database manag,,,messung,article
16751,2386755,journals/jdwm/limantocw07,andrew watkins|hanny yulius limanto|tay joc cing,,an immune systems approach for classifying mobile phone usage,2007,,,,ijdwm,,,messung,article
16752,2300284,journals/speech/davidsonmj04,fergus r mcinnes|mervyn a jack|nancie davidson,,usability of dialogue design strategies for automated surname capture,2004,,,,speech communication,,,messung,article
16753,1961744,journals/dt/galup-montorosc02,carlos galupmontoro|marcio c schneider|rafael m coitinho,,resizing rules for mos analogdesign reuse,2002,,,,ieee design  test of computers,,,messung,article
